V1,V2,V3,Amount,Class
1.069072393,0.093696362,0.200696666,95.15,0
0.081875154,-0.263879394,1.129107718,12,0
1.315803393,0.433113317,-0.013223102,1.98,0
1.253578488,-0.207201848,0.021147132,50.71,0
-0.501658147,1.189799699,0.424071898,12.98,0
-0.558971833,1.37608389,-1.204019394,75,0
-0.675359405,0.695567278,2.256677474,1.98,0
-1.494029488,0.220487503,0.916315794,1,0
1.725723209,-0.845750038,-1.427596681,150,0
1.413290221,-1.80157665,-1.79382596,352.28,0
1.237284911,0.27885014,0.184775961,1.29,0
1.436942798,-1.194129135,0.358019943,37,0
-1.747534619,-0.364438393,1.458313021,41.71,0
-0.71669897,0.322555763,0.753436637,73.88,0
2.263702136,-1.492437165,-1.048131364,15,0
-0.407506494,0.611735055,0.334687099,27.13,0
1.171075142,0.134922733,0.468571767,25.83,0
2.093777424,-1.622235261,-1.022351378,124.19,0
-0.494970195,0.373063573,0.410466025,7.95,0
-0.80656936,0.562258283,1.901832165,54.94,0
-0.598694991,1.351558466,1.219225346,1.29,0
-1.037570068,1.026777457,2.071642881,9.99,0
-1.657183506,1.671354953,1.435093549,59,0
-0.370728779,1.410226977,0.712627846,1.5,0
1.882322332,-0.725618802,-0.559397972,76.55,0
1.105099463,0.496743716,0.762690188,0,0
-0.256238296,0.68020944,0.406765295,5,0
1.847443148,-0.406088382,-0.36295792,7.99,0
1.951367502,-0.290720588,-0.474944902,29.99,0
1.077162604,-0.099101734,0.738961203,29.99,0
2.069364632,-1.379570876,0.219460979,9.99,0
2.074943625,-0.322356132,-1.676049787,17.99,0
-2.691313466,0.685401211,-0.096440834,50.98,0
1.229600684,-0.86084633,-0.235399885,120.65,0
-0.869393023,0.161133005,1.919126995,3.55,0
-1.091429106,0.996115801,1.017033025,95.94,0
1.984918095,-1.968644329,-1.133077903,104.65,0
1.438816497,-0.366987411,0.010605072,12.87,0
2.204294733,-0.442897552,-1.787690327,15,0
0.009018229,0.833921497,0.452929415,3.57,0
-1.457977805,1.378202977,0.811515101,11.93,0
-0.286889533,-0.147928256,0.171441267,291.35,0
1.237686411,-0.024562445,0.275930576,20,0
1.221045153,0.48826057,-0.296550134,50.2,0
-1.52835158,0.672076071,1.572556482,159.52,0
-0.300230302,1.069477905,0.0437033,85.25,0
1.349404168,-0.451494408,0.578696254,7.95,0
0.044789806,0.985464048,-1.482902803,16.8,0
1.998318398,0.523689068,-2.414369444,31.88,0
1.039389934,-0.191853842,-0.167862294,93.27,0
2.042386812,-0.53346607,-0.740057078,7.53,0
-1.188875935,1.320920442,-0.607075872,1,0
-0.824945407,0.407617607,2.024500828,56.87,0
-1.829689513,2.050740469,-1.945652545,7.7,0
-1.481635843,0.234523397,-0.386462021,4.49,0
1.196037511,-0.454092291,0.867193499,39.5,0
2.180955675,-0.813305367,-1.298308451,18.69,0
1.648535455,-0.310954826,-2.348473119,188.47,0
-2.547718992,-1.83451303,1.443216507,142,0
-3.407641763,-2.370714283,1.503467719,1,0
1.846840235,-0.100224391,-1.688113663,30,0
2.043375379,0.238116323,-1.586658774,0.89,0
1.047973074,-0.237783064,1.146519867,44.2,0
0.050217705,0.898624103,0.280185069,0.89,0
0.958373547,-0.905048276,0.592894034,156,0
-0.431296877,0.756031146,1.16305804,56.94,0
0.017958964,0.839313,0.154862986,6.45,0
-0.344253994,1.092104259,1.279992641,6.45,0
1.910216021,-0.505619153,0.245078623,39,0
-7.600812945,4.287117244,-2.977146191,6.16,0
0.448072468,-1.568054668,0.842071758,369.2,0
1.818310798,-0.064698047,-1.7270486,120.38,0
1.143910155,0.39579507,-0.120497429,1,0
1.977799882,-0.346092549,-0.408104291,1,0
1.31914073,0.244648335,0.166704988,1.98,0
-1.984231041,-5.431132495,-0.59976144,1579.94,0
2.284576088,-1.369633021,-1.027236028,15,0
-0.380761002,0.765901037,1.251705576,1,0
-0.845858987,0.813520812,1.778838847,3.69,0
-0.96598579,-0.392420044,1.990133836,15,0
0.170905007,-0.239947644,0.623421886,76,0
-1.951132958,1.778026757,0.663941826,10,0
1.974687213,-0.389761645,0.069701168,15.95,0
-1.541651684,1.638203227,0.685971926,9.99,0
-2.023452388,0.006255942,0.710477619,202.58,0
-0.504868192,0.797092892,-0.515897426,85.25,0
0.784465233,-1.289205732,1.441511899,186.4,0
-3.747585027,3.134099699,-1.630626942,6.56,0
-8.107687512,7.257029137,-6.27710418,0.77,0
-0.411937713,0.258041022,1.493462673,24.95,0
-0.349864578,1.079824141,1.284486854,2.69,0
-2.458344601,-2.964224097,2.437326222,30,0
1.827959883,-0.940975454,-0.453907535,110,0
-9.214957047,-0.429422471,-3.556576286,113.48,0
-0.655766217,0.742335109,-0.15042929,15,0
-1.186689835,1.362904685,1.095887075,7.48,0
1.20032572,0.114963808,0.22811485,28.29,0
2.064941133,0.201155006,-1.680101819,1.79,0
1.420844784,-0.626371619,-0.428296232,27.95,0
-2.158041774,-0.048223602,1.754771211,102.13,0
-0.244959901,1.122693284,0.712968072,6.45,0
-1.158091348,1.078258601,-1.084772776,102.11,0
1.5322318,-2.045540756,-0.908868483,318.14,0
1.117800879,-1.027367578,1.177849696,100,0
1.25794922,0.351138602,0.305382403,0.89,0
-0.09023721,0.602445816,0.147010327,1.79,0
2.096506194,-0.011251959,-2.418893418,21.6,0
-0.925591194,1.504133994,1.316442531,29.4,0
-3.175081433,-0.674511451,-0.727771906,123.1,0
1.087211641,0.170362526,0.539843754,45.36,0
-0.804395498,0.494807259,0.649516061,20,0
1.95338797,-0.380157898,-0.394508323,40.29,0
2.055459306,-0.028813246,-1.05740525,0.89,0
2.036835625,-0.463413205,-0.507202238,11.5,0
-3.120240982,3.569635932,-1.848570616,1.79,0
-1.112998127,-1.629414767,2.099548232,138,0
1.22601043,-0.509726059,0.764765957,1,0
-0.661224748,1.296161417,1.333081961,7.14,0
1.905428867,0.549222036,-0.451860063,14.99,0
1.910039967,0.606802941,-1.053844096,29.99,0
-1.744431572,0.089705226,2.318326036,54.98,0
1.284181533,0.286958588,-0.061875628,17.99,0
-0.244047238,1.552942247,0.341706826,1,0
2.084252933,-0.175296499,-1.568076774,1,0
-0.713953495,-0.644682345,1.255017393,121.66,0
1.271567702,-1.301676876,0.630681473,63.27,0
-0.921905809,0.78044417,1.500775163,0.01,0
2.027397252,0.261263985,-3.623872614,1,0
-0.805829389,0.560442728,1.624363691,96,0
1.351816798,-0.622340529,-0.034050268,39.91,0
0.060081256,0.417927247,0.665482763,29.56,0
1.999219174,-0.438692659,-0.480570684,9.99,0
-3.668403082,4.388309581,-2.08467335,1.99,0
0.012237152,-0.030282817,-0.444334868,0.99,0
-1.400145797,0.63451185,0.399928484,10.94,0
0.474601809,1.88655025,-2.403478771,0.89,0
-0.823532492,0.141076053,0.738201121,79,0
-0.114612517,1.212768595,-0.185258288,1.79,0
-1.175437215,1.448518785,-0.987025881,7.32,0
1.571834108,-1.467049052,-1.566883246,320,0
1.306432622,-0.323524321,0.572652749,1,0
2.053713686,-1.65807955,-0.901599718,69.2,0
-0.40861471,-0.03635189,0.966029872,9.9,0
1.935923594,-0.660724669,0.009524212,8.99,0
1.217986489,0.644518739,-0.470221709,1,0
1.935734846,-0.103879533,-0.28811347,4.98,0
-0.061089581,-0.291180001,-0.049595516,25,0
1.91904258,-0.137245166,-0.485407522,21.24,0
1.256259777,-0.747699708,1.086004474,39,0
-0.726161404,0.475910404,1.783367455,39.97,0
0.984180605,-0.049913906,0.478631437,58.5,0
-1.641442229,0.400375218,1.140174039,5.49,0
-0.02213267,2.220709706,-0.891539526,0.9,0
-0.526362359,-0.212365147,1.030211201,69.9,0
1.906437299,-1.387835621,-0.622366922,118,0
-2.224759963,2.213054951,-0.777918724,80.08,0
-0.67800276,1.220011238,1.485069637,9.32,0
-3.5042005,-5.404914171,-2.877347432,782,0
1.202246384,0.16750203,0.608701193,1.98,0
-2.545537546,-2.91686428,0.003235079,530,0
0.99690733,0.124349309,0.376209505,74.79,0
2.219009762,-0.625865818,-1.153037198,7,0
1.068090706,-2.389645017,0.282498938,416.8,0
-0.883897355,1.101322164,0.420175343,31.9,0
1.064879611,0.24586591,-0.250816315,14.7,0
-0.199182923,0.982221943,0.071554667,2.58,0
0.990980198,-0.365386547,-0.414427911,178.8,0
-0.615251223,0.641207776,2.161903002,6.51,0
-1.307747532,-0.743195914,2.606599777,179.4,0
1.676811621,-0.217314524,-2.49625987,119.4,0
-4.331183987,-2.267025492,0.325075395,41.99,0
1.142610495,0.566948923,-0.041597274,37.71,0
1.209470762,0.101400718,-0.193005134,45,0
2.219912573,-0.548427924,-2.076011628,29,0
-6.158579203,-6.783396331,-0.815836677,879.31,0
1.957978562,-0.163795195,-0.828283202,11.99,0
-0.531889227,0.715680894,1.759878798,1,0
-0.445144454,0.643188429,-0.03921453,16.9,0
1.179696068,0.114837903,0.592905695,8.88,0
2.033959684,-0.056719205,-0.892928208,0.99,0
2.097049167,-0.147761744,-1.50148637,0.88,0
1.237790032,0.312770678,-0.056359527,5,0
-0.564853772,-0.057685014,0.778356911,11.43,0
-1.392871358,0.074601861,1.824791848,182.63,0
-0.946514731,1.136275326,1.066984077,4.4,0
1.870819221,-0.298339607,-0.431958563,17.69,0
-1.058620117,1.168642589,0.94874766,3.99,0
-0.300995676,0.951217833,0.244716824,17.99,0
2.043837929,-1.227738681,-0.835144242,69,0
-0.504802025,1.877547396,-0.703597296,26.31,0
1.134305332,-0.9836688,-0.090900735,147,0
1.257705509,0.345828112,0.303837771,0.99,0
2.193447885,-0.747065533,-1.276154307,16.76,0
-0.554490662,0.664153776,1.094253696,11.5,0
-0.04218721,1.273315575,0.275945792,26.44,0
1.936185147,-0.501875786,0.363628651,13.7,0
1.562483171,-1.227693523,0.25646682,6,0
1.32938322,-0.57919755,-0.135144797,55.49,0
0.898177358,-0.113125728,0.373175414,144,0
2.02391141,-0.148529009,-2.447683621,84.98,0
0.837390283,-1.060521626,1.54533836,125.7,0
-0.105050027,0.653319675,1.225744028,31.43,0
-1.353560093,2.020940218,-1.955259106,4.85,0
0.383378195,-0.816542569,1.175094202,34.05,0
1.105747615,-0.057511631,0.309378944,19.95,0
-4.14981501,4.341418345,-3.360436642,3.81,0
-1.660254355,1.896935995,-0.0355864,11.66,0
-2.610531166,0.844735589,0.440963487,2.28,0
2.08688491,-1.696094251,-0.661797348,114,0
0.498572108,1.892487673,-2.622017228,8.99,0
1.137204701,-0.062723164,0.907425045,24,0
1.267755919,-0.51073605,-0.256612601,40,0
1.959532352,-0.567066249,-0.555606948,9.99,0
1.194864815,-0.313148514,0.572135691,29.01,0
2.010963634,-0.165762042,-1.996763744,59.95,0
-2.16038909,-2.012619616,2.174027689,7.76,0
-0.738476251,0.61883122,1.75405026,38.34,0
-0.303229988,0.483547431,1.204125766,10,0
-0.3544326,1.115138892,1.051097253,8.48,0
-0.827809416,1.023801321,0.720505985,2,0
0.462597953,-1.52092322,0.842207797,344.19,0
1.866819368,-0.11880208,-1.790874593,78.66,0
-1.514803705,0.481322807,-0.221127652,17.99,0
-0.03701715,-1.104604302,1.137087046,219.9,0
-1.385270023,-0.346735853,-0.934643415,343,0
-1.860195488,2.026186549,-2.107188502,30.05,0
0.743762788,-0.747532117,0.55145553,188.9,0
-0.080061696,1.194406431,-0.550802726,1.79,0
1.626680117,-0.910789536,-1.482802016,249.6,0
-0.539693087,0.154728113,1.234698566,28.85,0
1.513683533,-0.999674129,-0.028736239,15,0
-0.517552579,1.269612176,1.324132059,9.12,0
1.178731423,-0.225835274,0.64833131,3.84,0
1.902854404,0.5936799,-0.456897279,9.46,0
-0.492518322,0.45750017,1.790914239,42.85,0
2.007677112,0.044165792,-1.827158744,25.51,0
-0.991771407,-0.1794155,1.721751152,25.48,0
0.056879887,1.058656675,0.394456932,6.27,0
2.013640526,-0.12353434,-3.233691447,18.77,0
-2.239368617,2.674702394,-1.993422458,0.99,0
2.045901239,0.101466394,-1.865931265,6.99,0
1.044737185,0.371547255,0.496354053,16.33,0
1.857489952,-0.366179718,-1.186187824,43.59,0
2.142643396,-0.178264537,-2.309814973,23,0
-0.586657605,0.926367914,1.409265242,9.99,0
1.256137864,0.118335046,0.31852287,6.99,0
1.859292269,-0.756854965,-0.389254581,64.99,0
0.96187433,-0.241616973,0.414807559,27.82,0
-0.241576638,1.009707683,1.244092794,12,0
-3.250298693,2.94762211,0.08857336,11.99,0
1.179917016,0.271209817,0.261094301,37.95,0
1.182013341,-1.107442799,0.992410701,59.21,0
-0.514997513,1.965027153,-0.699678542,24.31,0
-0.145286204,0.736735294,0.543226074,36.14,0
1.317504976,0.396662889,-0.023460879,0.89,0
1.985528245,-0.213054523,-0.95271779,34.95,0
2.21107026,-1.895325466,-0.385272779,50,0
2.382503365,-0.940350887,-2.012507033,7,0
-2.94101618,0.492015494,-1.590952858,281.13,0
-0.167608183,0.885314111,-2.134803105,7.55,0
-1.018872581,0.057272584,0.965234829,15,0
1.330764995,0.642984154,-1.094807464,0.76,0
-1.106307404,0.808940255,1.562833663,27,0
-0.409106167,2.56319179,-2.083581347,0.89,0
1.592298428,-1.497709933,-1.776266675,306,0
-0.346987183,0.464855462,1.104935477,1.98,0
-0.617961794,1.379099979,0.586638486,1.98,0
0.374765517,-1.438418537,0.436865254,423,0
-2.010330294,1.193601475,0.040122973,5.06,0
1.846450184,-1.145416344,-1.463751203,177,0
-0.601502156,0.92205319,-0.140033242,4.56,0
-1.392596493,1.218223232,0.743585809,1,0
1.064101978,-0.646351471,0.95331591,54.95,0
-0.237304911,-0.187511618,0.749234724,15.68,0
-0.848556026,0.751108769,0.716407824,30.5,0
1.189619767,0.393794855,-0.622344998,0.76,0
-0.780686985,1.20242179,0.479636398,1.54,0
0.993905348,-0.678350085,0.927593496,111.21,0
-0.032390102,-0.42719036,0.099130982,19.5,0
1.621460651,-0.603466257,-1.333161889,213.95,0
1.688790505,-1.928346195,-2.731893612,247.79,0
-0.154854442,0.476213851,0.90725726,7.36,0
1.150320057,-0.724876958,-0.008891171,74.99,0
1.21210987,0.239603637,0.258784151,1.98,0
1.251103098,-0.803520854,-0.630146262,103.95,0
-3.03074772,3.010911395,-0.380610852,8.93,0
-1.376199561,-4.481947751,-1.715189964,1395.36,0
2.090458044,-1.067012714,-0.466389564,40.6,0
-0.404768544,0.756709235,0.811785812,50.9,0
-0.000202944,0.84092932,0.358898191,2.28,0
-2.036549521,1.449473554,-0.128927112,17.99,0
1.094610662,-0.041711695,-0.118972871,65,0
-0.676575557,0.152248378,0.243884937,45.85,0
1.202067349,-0.556752372,0.83668285,1,0
2.061763563,-0.007153041,-1.048664963,1.98,0
1.824672193,-0.037428857,0.809024343,12.14,0
-1.332724004,2.220785783,-0.538986393,6.2,0
-0.636260143,0.997062311,1.343322738,7.23,0
-0.756269354,1.729660943,-0.567940364,0.89,0
-3.090462395,-1.471143856,-0.906239949,289.98,0
1.079569749,-1.067158001,0.248436459,145.14,0
-1.090327444,0.895650584,-0.078439482,15,0
-0.138007078,-0.118623691,1.456607389,2.99,0
-0.237948463,-0.218321064,1.69861621,25,0
-0.707989415,1.152934342,1.561954171,5.37,0
-1.138182346,0.195858464,-0.267970166,170.88,0
1.89220976,0.249344977,-0.154231658,0.76,0
0.144687791,0.993136975,-0.495442143,2.97,0
1.940979781,0.786551639,-1.110263281,1.01,0
-2.491970331,-0.749222057,1.662788701,302.85,0
-1.201130562,-0.657679793,2.187665652,92.85,0
2.173702615,-1.690436042,-0.551864743,54.99,0
2.055797006,-0.326667773,-2.752040956,1,0
-0.451021437,0.527893715,1.152853797,8.59,0
-0.821881423,-0.438327064,1.958856537,25.63,0
-0.638885884,1.163275231,0.657931299,42.81,0
-0.623552779,-0.128601413,0.791126465,10.9,0
0.115297115,0.767343212,0.496542143,16.59,0
1.19841752,-0.211502464,0.664314706,16,0
-0.137070397,1.256983069,-0.822171093,31.35,0
-0.874208968,0.320088902,1.944462075,23.97,0
-0.846349752,0.458292303,1.736565003,54.79,0
1.426955055,-0.299847242,-0.300269219,15,0
0.82411234,-0.789092634,0.975298296,134,0
1.238114155,0.269964238,0.269345446,7.1,0
1.065540545,-0.801862608,0.715930033,118,0
-2.909616617,0.108928315,0.349840724,300,0
1.231437482,0.35678485,0.204103364,4.99,0
-0.685453967,-0.133276097,1.80614912,19.6,0
1.763396833,-2.363471427,-0.885203958,267.89,0
-0.691923838,0.396309025,1.475807862,20,0
1.855076391,-0.767511565,-0.031421718,73.8,0
-0.338934286,0.983844309,1.428520232,14.94,0
-0.416026318,1.233586937,-0.410508251,6.11,0
-0.634173279,1.5671448,-0.489389343,0.77,0
-0.069046216,1.146289306,-1.772847152,33.03,0
-6.735807587,4.956455267,-1.637707684,0.01,0
2.138407666,0.649739719,-3.593057019,0.76,0
-3.093016588,3.32786296,-3.3792522,1.15,0
-0.241756333,-0.693495345,-0.032547173,27.85,0
-2.905412092,-0.035564043,-1.9826249,15,0
1.609070193,-1.555915735,-0.146852964,204.29,0
-1.286141603,0.764753221,2.45462393,4.99,0
2.020058808,0.061732,-1.618229315,0.89,0
0.632810734,-1.321760783,0.792594946,285.52,0
1.094698797,-0.024163536,1.409169957,9.99,0
1.690420702,-2.339219351,-1.143918921,327.6,0
1.216350824,0.206535608,0.245028597,27.83,0
2.000199242,-1.863954961,-0.23585989,120,0
1.737849119,-0.831058961,-0.586824911,138,0
-0.326298726,1.243652183,-0.413027635,24.1,0
0.057466193,0.775630501,0.206373641,2.28,0
1.807391638,0.237778799,-1.165573927,10.59,0
0.039951567,0.913167669,-1.166784297,1.66,0
-0.473408925,0.450323845,-1.137352132,42.81,0
-1.248374625,1.636825311,0.879396006,11.99,0
-2.610745008,1.431271185,1.808901398,10,0
-0.655775912,0.756021075,1.226904458,69.99,0
1.204492393,-0.317171993,0.905442876,1,0
-5.061623592,2.666728897,-4.4338013,389.11,0
1.968840661,-1.647846975,0.369548962,75,0
-4.372232721,4.213873691,-3.975000507,17.99,0
-0.524379692,1.085690247,0.85297161,1.29,0
0.789874785,-0.183414757,0.485090459,187.87,0
-1.908232632,0.010877591,2.323296332,52.7,0
2.118344227,0.012500671,-1.881809838,2,0
2.121844706,-0.077683638,-1.501457557,8.99,0
1.860370163,-0.667854113,-0.26598475,74.99,0
-0.248073711,0.075623478,2.29147896,1.99,0
-0.670922818,0.70290743,0.973256146,37.81,0
1.144231807,0.038926755,0.087820647,27,0
-2.397254806,-0.259266773,0.059195464,10,0
2.114583924,0.210061141,-2.028517152,4,0
-0.375387107,0.979856062,1.153943846,5.99,0
1.089447326,-0.596449104,1.196412451,21.95,0
-1.416513986,-0.742506443,2.123914643,206.02,0
-0.612942872,0.64673094,2.001894689,10.95,0
-0.585218645,0.665430246,0.986949585,25.82,0
-1.091914275,0.59598459,1.029483605,117.8,0
-3.412762459,-1.198298737,-0.145291258,192.31,0
1.956244787,-0.194373997,-0.991545843,29.99,0
1.109162664,-0.015745463,1.274993518,9.99,0
1.232293008,0.485926057,0.464364658,6.07,0
1.35133617,-0.359071544,0.158668496,12.5,0
2.055013508,-0.054088768,-1.064679883,0.99,0
-1.262123434,0.46568702,3.370480071,211.01,0
-4.153467487,3.573298995,-0.680504619,2.89,0
2.062929622,-0.45903805,-1.515319688,2.5,0
-1.110013923,1.190461686,1.600438667,13.14,0
0.091390275,0.885941894,-0.356233406,2.67,0
1.863240931,-1.236197867,-2.086573979,185.22,0
-1.02148914,1.115428991,0.473589536,24.89,0
1.578553525,-0.873194389,-0.448268254,197.5,0
-0.489805366,1.09252981,1.140185271,11.56,0
1.112334807,-0.613085141,0.811791105,48.6,0
-0.569736102,1.109183198,0.42342734,72.85,0
-1.305256507,1.680092846,1.579826091,9.37,0
1.372374973,-1.0466368,0.431872486,22,0
0.084129911,1.338687438,1.018736677,11.34,0
-1.768227321,1.731800354,-1.449308196,19.99,0
-1.502497817,2.143102441,-1.810498075,3.31,0
-0.339716998,0.601878577,1.490358086,56,0
-0.007924768,0.947335465,-0.715603046,59.02,0
1.00138651,-0.68177961,1.60271053,21.4,0
0.952838421,0.040070778,0.939314306,103.41,0
-0.765586052,1.110709868,0.497975069,3.79,0
1.894837209,-0.367143054,-0.983846641,69.95,0
-2.639005628,2.401807179,-1.287869323,9.99,0
-0.671530092,0.671608711,1.252862778,157.68,0
1.079912124,-1.591588852,0.265853823,149.98,0
0.996751462,-0.12114263,0.195855185,85,0
2.203165691,-0.198731065,-1.9159738,5,0
0.996280769,0.010179995,-0.08353509,102.8,0
-3.801876625,-4.976096114,1.38849619,79,0
0.096062501,0.746491401,0.071357377,55.95,0
-1.116438928,1.020320739,2.572165409,11.54,0
2.011949637,-1.126871794,-0.29741734,59,0
2.072080598,0.074598686,-2.073703102,21.36,0
1.796815079,0.925983037,-1.848496576,37.93,0
1.868860878,-0.532594985,-1.47644465,97.01,0
1.917401295,-0.304829251,-3.250895681,69,0
-1.550396223,1.106368419,1.017349869,11.5,0
1.104694838,0.082417592,0.191558363,53.89,0
-0.26216058,-0.73500227,0.980525843,110.18,0
1.30522844,-1.261277862,0.271232442,76,0
-1.352212659,0.819423434,-0.09543288,24,0
-1.657929418,0.325508649,-1.098400031,36.59,0
-1.102295438,1.044747874,-1.112882782,55.29,0
0.022468981,1.91242697,-0.977622859,112.7,0
-0.643059132,0.797891664,-0.21248696,89.99,0
1.438244841,-0.827354728,0.012615794,11.3,0
-1.688997056,-1.386457186,1.69322127,30.65,0
2.172772901,-1.681829725,-0.0893294,57.01,0
0.519832136,-1.022761887,0.954574048,264.14,0
-0.412711599,-0.213394487,1.519677914,115.55,0
-5.078002104,-5.136411865,2.561710593,291.7,0
-2.139174461,0.98453037,0.062972823,29.73,0
1.063443964,-0.134169839,1.252887242,31,0
-1.12890892,-0.337074181,0.678239428,117.99,0
-1.685659478,-0.109613234,1.255392581,94.36,0
1.831193985,-0.687898391,-1.059961579,71.99,0
2.001395916,-0.645883851,-0.21183679,34.78,0
-0.149895656,0.172508346,0.656646347,40,0
-1.205952153,-6.643173811,-2.013455369,1708.41,0
-0.610136122,-1.15632945,1.901818161,400,0
-2.151244215,-1.372513219,1.88063949,59.96,0
-3.283807532,-1.851658772,0.805997681,131.91,0
-4.651351744,3.418179069,-2.552299594,2.39,0
1.973002717,-0.168408856,-1.166419947,37.06,0
1.060758054,0.110950593,1.604041276,3.8,0
2.10703262,-1.115199768,-0.405904513,14.99,0
-1.088397822,1.23314009,-0.338641763,11.85,0
2.10890622,-0.036505071,-1.729321748,0.89,0
2.28450825,-0.41737415,-2.311232959,25,0
1.7363632,-0.536959401,-0.641840759,135.45,0
-1.872998329,0.542201875,0.563018934,115.53,0
-1.574901725,0.493101253,2.164686119,0.11,0
-0.796994366,1.038661466,1.92762101,1.98,0
1.010462396,-0.100280964,0.429392508,57.97,0
-10.89731874,-11.46593617,0.158915263,10.62,0
0.849745637,-0.6486526,-0.413180175,227,0
1.337353306,0.520282824,-0.448979245,1,0
0.883621712,-0.757703151,-0.089349526,198,0
-0.373676572,0.634822694,1.789636963,19.98,0
2.170148486,-0.708136509,-1.714654407,49.41,0
1.312591489,0.077230475,-1.292058701,1.29,0
-2.125741242,0.398466753,0.642763768,43,0
-1.129026231,1.122715707,-0.664874538,25.5,0
0.687557834,-1.146707156,0.899763833,208.69,0
-0.766736028,0.394889897,-0.005091705,1.66,0
-0.91883188,0.665917385,1.03038362,17.47,0
-0.760253585,0.029599104,1.805395656,15,0
1.569900118,-1.147284932,0.455090151,5.6,0
2.057029695,-0.710173923,-0.635215093,7,0
1.960557738,-0.638627417,-0.392562907,2,0
-2.565088208,-0.126397721,0.187624128,122.48,0
1.209006455,-0.381557094,1.104270336,19.99,0
1.09924044,-0.16335829,1.248407111,12,0
1.712384506,-0.570601907,-1.913558854,181.99,0
-1.407665469,-0.382511978,1.742874041,46,0
-0.241374477,-0.043835904,1.545846714,96.35,0
1.945040289,0.587656383,-0.840884574,10.59,0
-4.697245728,-7.492891125,1.963271548,59.79,0
-0.002984203,0.81109074,0.179794791,8.99,0
1.927493041,-0.497540878,-0.415867011,44.37,0
-0.104254468,-0.370980401,1.467454997,128.36,0
1.254689953,0.563604391,0.039161092,1.52,0
-0.811754223,0.913308613,1.326770923,12.2,0
1.179880018,-0.076040098,-0.487917914,64.8,0
-0.837652958,0.64948745,1.110889895,3.59,0
-0.948120258,1.14930624,1.602957025,14.96,0
0.122237591,0.608103364,2.082006533,9.99,0
0.052777157,0.832076901,0.222718244,3.99,0
-1.320564931,-0.797760194,1.538479579,247.89,0
2.093723905,-0.045340243,-1.52803175,1,0
1.14773341,-0.110465741,0.677822492,10,0
-1.094941315,0.534705327,-3.554131765,388.55,0
1.950374719,-0.732293826,-1.204485129,15.95,0
0.864662619,-0.970906517,0.931152578,187.64,0
-1.595188731,1.427282476,1.717647799,8.99,0
-1.608271887,-0.466061525,0.873623938,102,0
1.510571859,-1.069827801,0.820247252,6.2,0
-0.607026367,1.079047709,0.591238272,29.95,0
1.093046628,-0.452452458,-0.425257608,72.4,0
-3.548078857,2.121199092,-0.155540477,9.99,0
0.988032009,-0.38760611,0.24164235,40,0
-1.044358865,0.014220134,2.637384948,4.99,0
-1.402896825,1.424969788,1.591994138,1.98,0
0.668279573,0.878001329,-2.558908188,0.76,0
-0.321104798,0.158556856,1.750698148,111,0
1.895037486,-0.230451523,-0.48679717,9,0
1.983500676,-0.137484735,-2.237333235,59.33,0
-0.275472542,0.991842406,0.581894591,5.49,0
-0.091625661,0.573658072,-0.080895753,10.28,0
2.001166619,-1.413074497,-0.116671389,67,0
-4.656928429,-2.746991884,0.411953922,163.16,0
-1.289652143,-0.06340102,0.234522601,83.75,0
1.960815037,-0.404418327,-0.345216833,23.72,0
0.874287022,-0.235211539,-0.024171057,188.9,0
1.863766965,-0.970884201,-0.977913893,100,0
1.80193856,-0.331238942,-2.036230139,57,0
0.040128294,-2.592352527,0.296979363,613.91,0
2.018932401,0.025516264,-1.628705342,1.29,0
-0.971789857,1.154874499,0.087513832,4.49,0
-1.375342843,0.533652675,2.045478431,25.33,0
1.277313818,-0.867637151,1.230476529,25.94,0
1.24549781,-0.47864459,0.873463872,1,0
-4.702090963,-1.585015019,-1.149285973,135.64,0
-1.933606302,-0.053729997,0.218005551,350,0
-5.783054725,3.364406131,-4.374854328,89.99,0
1.585129994,-0.989329859,0.08921769,10,0
-0.255003018,1.052034667,0.886500493,22.08,0
-1.020676335,-0.640533632,2.178203348,12.1,0
-0.327096953,-0.182489367,2.005393748,3.95,0
0.458120065,-0.424930871,0.589055347,12,0
-2.098047145,-0.099137024,3.300938258,102,0
2.228273351,-1.717927625,-2.25909107,40.8,0
-3.033013682,-1.144428251,-1.778989843,1692,0
-3.039707762,0.466602024,-0.323558427,1,0
-1.642727789,1.702235892,0.395771716,2.65,0
1.937109603,-0.351595552,-1.435923392,0.99,0
1.989435414,-1.144683917,-0.519377754,79.98,0
1.179525862,0.559251775,-0.365775789,0.76,0
1.212881103,0.280140242,0.270457204,1.79,0
-1.749861646,0.330308581,-2.958236197,0,0
-0.456106756,1.21826193,1.036507266,2.56,0
-11.02701813,6.742592304,-4.318667756,0.01,0
1.236511094,-0.505226295,0.526947704,27,0
1.950830525,0.441123234,-0.925250346,10.59,0
1.232042536,0.567632678,0.648668874,6.95,0
1.769129362,-0.775384595,-0.780599082,157.68,0
1.868085668,-0.470744706,-0.710243435,51.2,0
2.053465372,0.225874868,-1.769911829,2.99,0
0.646870114,-1.646572481,-0.814021946,329.46,0
1.153283348,-0.864660006,-0.062262373,114.99,0
1.085767497,0.06171111,0.204041236,89.99,0
1.184550184,0.26014595,0.488076346,6.95,0
-0.845405981,0.888331605,3.220953443,40.15,0
-2.863165674,2.26447826,-0.930140048,8,0
-0.740560597,0.836787354,0.964923303,22.96,0
